title,description,Genre,Actors,Poster,imdb_score,tags
Dev.D,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",Documentary,"Abhay Deol, Mahie Gill, Dibyendu Bhattacharya, Vikas Bahl",https://ia.media-imdb.com/images/M/MV5BZjVkMDgzOTktZjQwZC00NGVmLTg0ZWItN2UyYzMwZTRlZTJmXkEyXkFqcGdeQXVyMTQxNDM2MjY@._V1_SX300.jpg,7.9,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.MOVIEDocumentaryINAbhay Deol, Mahie Gill, Dibyendu Bhattacharya, Vikas Bahl"
Welcome to Sajjanpur,"Mahadev (Shreyas Talpade) is an unemployed graduate with a Bachelor of Arts from Satna college, who is forced to make a living writing letters for the uneducated people of his village. His real ambition is to become a novel writer. Through his humble occupation, Mahadev has the potential to impact numerous lives. The movie is a satirical, but warm-hearted portrait of life in rural India.","Comedy, Drama","Ila Arun, Amrita Rao, Ravi Kishan, Shreyas Talpade",https://images-na.ssl-images-amazon.com/images/M/MV5BZDNlODEyOGQtMjZjYi00NzRhLWE0NjEtMmU5NGIxZDVhOWE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,6.9,"Mahadev (Shreyas Talpade) is an unemployed graduate with a Bachelor of Arts from Satna college, who is forced to make a living writing letters for the uneducated people of his village. His real ambition is to become a novel writer. Through his humble occupation, Mahadev has the potential to impact numerous lives. The movie is a satirical, but warm-hearted portrait of life in rural India.MOVIEComedy, DramaINIla Arun, Amrita Rao, Ravi Kishan, Shreyas Talpade"
The Kite,"A young 15 year old girl, Lamia, lives in a southern Lebanese village on the border with Israel. She is given in marriage to her cousin on the other side of the border. As Lamia crosses the barbed wire she also passes from childhood into adulthood, as brutal as our countries and the events that are to follow.",Drama,"Randa Asmar, Flavia Bechara, Renée Dick, Maher Bsaibes",https://m.media-amazon.com/images/M/MV5BMTY5MDEyMDA3N15BMl5BanBnXkFtZTcwNjkyMTUyMg@@._V1_SX300.jpg,6.4,"A young 15 year old girl, Lamia, lives in a southern Lebanese village on the border with Israel. She is given in marriage to her cousin on the other side of the border. As Lamia crosses the barbed wire she also passes from childhood into adulthood, as brutal as our countries and the events that are to follow.MOVIEDramaFR, LBRanda Asmar, Flavia Bechara, Renée Dick, Maher Bsaibes"
Zozo,A Lebanese boy gets separated from his family during the civil war and ends up in Sweden.,"Drama, Family, War","Antoinette Turk, Elias Gergi, Carmen Lebbos, Imad Creidi",https://m.media-amazon.com/images/M/MV5BZDE4ZTkwMmUtMDhiNi00ZTgzLTg2ZjEtMTNiMjJhYTVlYzUyXkEyXkFqcGdeQXVyNTU5Mzk0NjE@._V1_SX300.jpg,6.5,"A Lebanese boy gets separated from his family during the civil war and ends up in Sweden.MOVIEDrama, Family, WarGB, DK, NL, SE, CZAntoinette Turk, Elias Gergi, Carmen Lebbos, Imad Creidi"
Bosta,"After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines.","Musical, War","Nadine Labaki, Liliane Nemri, Nada Abou Farhat, Rodney El Haddad",https://m.media-amazon.com/images/M/MV5BMTI2MTQzMjMyNl5BMl5BanBnXkFtZTcwNDk3NDc0MQ@@._V1_SX300.jpg,6.4,"After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines.MOVIEMusical, WarLebanonNadine Labaki, Liliane Nemri, Nada Abou Farhat, Rodney El Haddad"
Harishchandrachi Factory,The movie depicts efforts and struggle by Dadasaheb Falke for creating first motion picture in India - Raja Harishchandra.,"Biography, Comedy, Drama","Mohit Gokhale, Vibhawari Deshpande, Nandu Madhav, Atharva Karve",https://images-na.ssl-images-amazon.com/images/M/MV5BOTA5YmIxNDgtNzVlZS00OTljLWEyNzItMmI4YmNlY2JlYTA4XkEyXkFqcGdeQXVyMzA5NzAyMDU@._V1_SX300.jpg,8.4,"The movie depicts efforts and struggle by Dadasaheb Falke for creating first motion picture in India - Raja Harishchandra.MOVIEBiography, Comedy, DramaINMohit Gokhale, Vibhawari Deshpande, Nandu Madhav, Atharva Karve"
Talentime,"A talent search competition has matched two hearts - that of Melur, a Malay-mixed girl and an Indian male student, Mahesh. Melur, with her melodious voice, singing whilst playing the piano is one of the seven finalists of the Talentime competition of her school organised by Cikgu Adibah. Likewise Hafiz, enthralling with his vocalist talent while playing the guitar, divides his time between school and mother, who is hospitalised for brain tumor.",Drama,"Kahoe Hon, Pamela Chong, Amelia Henderson, Mahesh Jug al Kishor",https://m.media-amazon.com/images/M/MV5BZDQ4NGIzODgtOTY4NS00MTU0LWEyMDItMTU3MmMzOGVjMDRmXkEyXkFqcGdeQXVyNDE4NTE2NTg@._V1_SX300.jpg,7.4,"A talent search competition has matched two hearts - that of Melur, a Malay-mixed girl and an Indian male student, Mahesh. Melur, with her melodious voice, singing whilst playing the piano is one of the seven finalists of the Talentime competition of her school organised by Cikgu Adibah. Likewise Hafiz, enthralling with his vocalist talent while playing the guitar, divides his time between school and mother, who is hospitalised for brain tumor.MOVIEDramaMYKahoe Hon, Pamela Chong, Amelia Henderson, Mahesh Jug al Kishor"
Fida,Fida tells the story of Jai who one day happen to meet a young and beautiful woman called Neha and he falls in love with her at first sight.,"Action, Crime, Drama, Romance, Thriller","Fardeen Khan, Kareena Kapoor, Kim Sharma, Shahid Kapoor",https://m.media-amazon.com/images/M/MV5BMWIwOWZkZjYtMmZkMy00OTk1LTg4ZWMtNmE3YTJiYzA2NjU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,5.4,"Fida tells the story of Jai who one day happen to meet a young and beautiful woman called Neha and he falls in love with her at first sight.MOVIEAction, Crime, Drama, Romance, ThrillerINFardeen Khan, Kareena Kapoor, Kim Sharma, Shahid Kapoor"
Kisaan,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,"Action, Crime, Drama, Thriller","Sohail Khan, Nauheed Cyrusi, Arbaaz Khan, Jackie Shroff",https://images-na.ssl-images-amazon.com/images/M/MV5BZGMyYzhmZGYtN2FhZS00YjI1LWExZTEtZGNkZTg1MTBhODRjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,5.5,"A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.MOVIEAction, Crime, Drama, ThrillerINSohail Khan, Nauheed Cyrusi, Arbaaz Khan, Jackie Shroff"
My Amnesia Girl,"When Apollo finds himself surrounded by friends who are beginning to settle down, he is faced with the possibility of finding his true love. It all boils down to one name: Irene. It must be fate then, when he once again sees Irene, his ex-girlfriend from three years ago with whom he had the best memories with. Apollo and Irene were a perfect couple until circumstances led them to fall apart.Now, Irene has no recollection of Apollo, having acquired amnesia shortly after their separation. Apollo sees this as the perfect opportunity to pursue Irene again, and be able to undo all the mistakes he made in the past, by offering Irene the best memories she could ever have.True love is difficult to resist, they learn. Just when they find themselves ready to commit to each other, the pains from the past catch up with them, challenging them to finally own up to the mistakes made and lies said, and eventually realize what it is to forgive and forget.",Comedy,"Carlos Agassi, John Lloyd Cruz, Ketchup Eusebio, Toni Gonzaga",https://m.media-amazon.com/images/M/MV5BY2VkMmZkZGYtNjJjNC00MDFhLThhN2YtNzRkNzc4NjUwOTU3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,6.7,"When Apollo finds himself surrounded by friends who are beginning to settle down, he is faced with the possibility of finding his true love. It all boils down to one name: Irene. It must be fate then, when he once again sees Irene, his ex-girlfriend from three years ago with whom he had the best memories with. Apollo and Irene were a perfect couple until circumstances led them to fall apart.Now, Irene has no recollection of Apollo, having acquired amnesia shortly after their separation. Apollo sees this as the perfect opportunity to pursue Irene again, and be able to undo all the mistakes he made in the past, by offering Irene the best memories she could ever have.True love is difficult to resist, they learn. Just when they find themselves ready to commit to each other, the pains from the past catch up with them, challenging them to finally own up to the mistakes made and lies said, and eventually realize what it is to forgive and forget.MOVIEComedyPHCarlos Agassi, John Lloyd Cruz, Ketchup Eusebio, Toni Gonzaga"
A Very Special Love,"Laida Magtalas is a modern-day Belle who works hard to provide for her family while hoping that someday she will meet her prince charming and that they will live happily ever after together. That would-be prince charming is none other than ""Miggy"", the youngest member of the Montenegro clan — a well established family in the business world. Moony Laida's desire to finally meet Miggy leads her to apply as an Editorial Assistant at his newly launched men’s magazine, ""Bachelor"". In spite of the fact that a relationship with Miggy may prove to be a long shot, Laida revels working in such close proximity with the man of her dreams.","Comedy, Romance","John Lloyd Cruz, Rowell Santiago, Sarah Geronimo, Dante Rivero",https://m.media-amazon.com/images/M/MV5BMDkwNGVkN2EtMmVhMS00MDU2LWFkNmItMDBkZTdiYmFhMGE3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,6.5,"Laida Magtalas is a modern-day Belle who works hard to provide for her family while hoping that someday she will meet her prince charming and that they will live happily ever after together. That would-be prince charming is none other than ""Miggy"", the youngest member of the Montenegro clan — a well established family in the business world. Moony Laida's desire to finally meet Miggy leads her to apply as an Editorial Assistant at his newly launched men’s magazine, ""Bachelor"". In spite of the fact that a relationship with Miggy may prove to be a long shot, Laida revels working in such close proximity with the man of her dreams.MOVIEComedy, RomancePHJohn Lloyd Cruz, Rowell Santiago, Sarah Geronimo, Dante Rivero"
Hop,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.","Animation, Adventure, Comedy, Family, Fantasy","Russell Brand, Hank Azaria, Kaley Cuoco, James Marsden",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MDcxNTkzNV5BMl5BanBnXkFtZTcwMTg2MDY2NA@@._V1_SX300.jpg,5.4,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.MOVIEAnimation, Adventure, Comedy, Family, FantasyUSRussell Brand, Hank Azaria, Kaley Cuoco, James Marsden"
Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,"Drama, Thriller","Paul Bettany, Zachary Quinto, Jeremy Irons, Kevin Spacey",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NzkyNDI2Nl5BMl5BanBnXkFtZTcwMTYzNDc2Ng@@._V1_SX300.jpg,7.1,"A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.MOVIEDrama, ThrillerUSPaul Bettany, Zachary Quinto, Jeremy Irons, Kevin Spacey"
Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","Drama, Western","Leonardo DiCaprio, Christoph Waltz, Jamie Foxx, Kerry Washington",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg,8.4,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.MOVIEDrama, WesternUSLeonardo DiCaprio, Christoph Waltz, Jamie Foxx, Kerry Washington"
Argo,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.","Biography, Drama, Thriller","John Goodman, Alan Arkin, Bryan Cranston, Ben Affleck",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MjI0MjM0NF5BMl5BanBnXkFtZTcwMTYxMTQ1OA@@._V1_SX300.jpg,7.7,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.MOVIEBiography, Drama, ThrillerUS, GBJohn Goodman, Alan Arkin, Bryan Cranston, Ben Affleck"
Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.","Drama, Thriller","Josie Ho, Gwyneth Paltrow, Daria Strokous, Tien You Chui",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_SX300.jpg,6.8,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.MOVIEDrama, ThrillerUS, AEJosie Ho, Gwyneth Paltrow, Daria Strokous, Tien You Chui"
Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,"Comedy, Fantasy, Horror","Eva Green, Helena Bonham Carter, Michelle Pfeiffer, Johnny Depp",https://images-na.ssl-images-amazon.com/images/M/MV5BMjc0NzAyMzI1MF5BMl5BanBnXkFtZTcwMTE0NDQ1Nw@@._V1_SX300.jpg,6.2,"Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.MOVIEComedy, Fantasy, HorrorUSEva Green, Helena Bonham Carter, Michelle Pfeiffer, Johnny Depp"
Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.","Action, Adventure, Mystery","Noomi Rapace, Rachel McAdams, Robert Downey Jr., Jude Law",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SX300.jpg,7.4,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.MOVIEAction, Adventure, MysteryUS, GBNoomi Rapace, Rachel McAdams, Robert Downey Jr., Jude Law"
Total Recall,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.","Action, Adventure, Sci-Fi, Thriller","Kate Beckinsale, Jessica Biel, Colin Farrell, Bryan Cranston",https://images-na.ssl-images-amazon.com/images/M/MV5BN2ZiMDMzYWItNDllZC00ZmRmLWI1YzktM2M5M2ZmZDg1OGNlXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,6.2,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.MOVIEAction, Adventure, Sci-Fi, ThrillerCA, USKate Beckinsale, Jessica Biel, Colin Farrell, Bryan Cranston"
